,Unnamed: 0,Date,Time,hashtags,tagged_usernames,text,Text,tokens
68,68,2020-05-20,11:02:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",[],atleast corona ji time was a good test 4 bjp modi  bjp drambazzi   if he would cant fed his own poor poor c,"['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']","['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']"
69,69,2020-05-20,11:02:00,"['#bjp', '#garibvirodhi', '#bjpagainstmaharashtra', '#bjpfailsindia', '#bjpwithterrorists', ""#bjpthereal\\xe2\\x80\\xa6'""]","['@srinaga007:', '@aamaadmiparty']",is bjp only garibvirodhi ? not these? bjpagainstmaharashtra bjpfailsindia bjpwithterrorists bjpthereal,"['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']","['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']"
70,70,2020-05-20,11:01:00,"['#bjp', '#kerala', '#covid', '#maharashtra']",[],bjp cites kerala s covid performance slams maharashtra for failure https//t.co/kx7cd3qfkw,"['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']","['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']"
71,71,2020-05-20,11:00:00,"['#muslim', '#tandur', '#telangana', '#pala_srinivas.\\n\\nthe']",['@advarafath:'],on wednesday a minor muslim girl was raped in tandur district of telangana by pala_srinivas.  the girl was alone in the,"['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']","['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']"
72,72,2020-05-20,10:59:00,['#india.'],['@john_pollock22:'],since coming to power in 2014 there has been a surge in the violence against the minorities in india. in 2017 under,"['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']","['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']"
73,73,2020-05-20,10:58:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",[],watch out  bangladesh hindus afghanistan hindus pakistani hindus bjp cant feed his own people so dont accept,"['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']","['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']"
74,74,2020-05-20,10:58:00,"['#pmmodi', '#ayushmanbharat', '#ayushmanbharatyojana', '#primeminister\\xe2\\x80\\xa6']",[],pmmodi congratulated the beneficiaries of ayushmanbharat scheme  ayushmanbharatyojana primeminister,"['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']","['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']"
75,75,2020-05-20,10:58:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
76,76,2020-05-20,10:54:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
77,77,2020-05-20,10:52:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",this is what bjp always do.....,"['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']"
78,78,2020-05-20,10:51:00,"['#bjp,']",[],chaos over trains and buses in maha and others states;  a conspiracy well played by bjp they want the state govt,"['chaos', 'trains', 'buses', 'maha', 'others', 'states', ';', 'conspiracy', 'well', 'played', 'bjp', 'want', 'state', 'govt']","['chaos', 'trains', 'buses', 'maha', 'others', 'states', ';', 'conspiracy', 'well', 'played', 'bjp', 'want', 'state', 'govt']"
79,79,2020-05-20,10:49:00,[],"['@babajiringe2:', '@swamy39', '@pgurus1']",sir see this video total failure of bjp lead central government. so need to desolve central government,"['sir', 'see', 'video', 'total', 'failure', 'bjp', 'lead', 'central', 'government', '.', 'need', 'desolve', 'central', 'government']","['sir', 'see', 'video', 'total', 'failure', 'bjp', 'lead', 'central', 'government', '.', 'need', 'desolve', 'central', 'government']"
80,80,2020-05-20,10:49:00,['#bjp'],['@frankhuzur:'],bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of,"['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']","['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']"
81,81,2020-05-20,10:48:00,['#bjp'],['@dayanidhi_maran:'],misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea,"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']"
82,82,2020-05-20,10:48:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",this is what bjp always do.....,"['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']"
83,83,2020-05-20,10:47:00,[],"['@siddhukn:', '@opindia_com']",telecast of cn news has been stopped since yesterday by bengal govtbut no messiah of freedom of press will co,"['telecast', 'cn', 'news', 'stopped', 'since', 'yesterday', 'bengal', 'govtbut', 'messiah', 'freedom', 'press', 'co']","['telecast', 'cn', 'news', 'stopped', 'since', 'yesterday', 'bengal', 'govtbut', 'messiah', 'freedom', 'press', 'co']"
84,84,2020-05-20,10:47:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']"
85,85,2020-05-20,10:46:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
86,86,2020-05-20,10:46:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
87,87,2020-05-20,10:45:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
88,88,2020-05-20,10:45:00,[],[],383 migrant workers died during the punitive lockdown due to road/rail accidents starvation exhaustion police br,"['383', 'migrant', 'workers', 'died', 'punitive', 'lockdown', 'due', 'road/rail', 'accidents', 'starvation', 'exhaustion', 'police', 'br']","['383', 'migrant', 'workers', 'died', 'punitive', 'lockdown', 'due', 'road/rail', 'accidents', 'starvation', 'exhaustion', 'police', 'br']"
89,89,2020-05-20,10:43:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
90,90,2020-05-20,10:43:00,"['#bjp/#rss', '#factcheck.\\n\\nhave']",[],see how fart news prominently displays pic of any one related to bjp/rss when doing factcheck.  have you seen th,"['see', 'fart', 'news', 'prominently', 'displays', 'pic', 'one', 'related', 'bjp/rss', 'factcheck', '.', 'seen', 'th']","['see', 'fart', 'news', 'prominently', 'displays', 'pic', 'one', 'related', 'bjp/rss', 'factcheck', '.', 'seen', 'th']"
91,91,2020-05-20,10:42:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],bjp has already taken bold step to welfare ews students by giving 10ews reservation. now the time has come to provide s,"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']"
92,92,2020-05-20,10:42:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
93,93,2020-05-20,10:42:00,"['#bjp', '#coronavirus.']",[],bjp will blame everything on coronavirus. wait and watch.,"['bjp', 'blame', 'everything', 'coronavirus', '.', 'wait', 'watch', '.']","['bjp', 'blame', 'everything', 'coronavirus', '.', 'wait', 'watch', '.']"
94,94,2020-05-20,10:41:00,"['#bjp', '#india)']","['@narendramodi,', '@amitshah']",im pretty sure that bjp government (  and the rest of the goons of india) are going to pu,"['im', 'pretty', 'sure', 'bjp', 'government', '(', 'rest', 'goons', 'india', ')', 'going', 'pu']","['im', 'pretty', 'sure', 'bjp', 'government', '(', 'rest', 'goons', 'india', ')', 'going', 'pu']"
95,95,2020-05-20,10:39:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
96,96,2020-05-20,10:38:00,"['#bjp', '#rss']",['@any_morya:'],its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting,"['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']","['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']"
97,97,2020-05-20,10:38:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
98,98,2020-05-20,10:38:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to,"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']"
99,99,2020-05-20,10:38:00,[],[],we want industry in our bihar we have manpower  we have land we have power/electric we have money we have peoples,"['want', 'industry', 'bihar', 'manpower', 'land', 'power/electric', 'money', 'peoples']","['want', 'industry', 'bihar', 'manpower', 'land', 'power/electric', 'money', 'peoples']"
100,100,2020-05-20,10:38:00,[],[],me why modi govt implemented 7pm to 7am night curfew for coronavirus lockdown!??   bhakt because coronavirus will,"['modi', 'govt', 'implemented', '7pm', '7am', 'night', 'curfew', 'coronavirus', 'lockdown', '!', '?', '?', 'bhakt', 'coronavirus']","['modi', 'govt', 'implemented', '7pm', '7am', 'night', 'curfew', 'coronavirus', 'lockdown', '!', '?', '?', 'bhakt', 'coronavirus']"
101,101,2020-05-20,10:37:00,"['#dirilisertugrul', '#ertugrulgazi', '#muslims', '#bjp']",['@naqvimukhtar'],sir dirilisertugrul &amp; ertugrulgazi is very popular among muslims all over world. bjp government,"['sir', 'dirilisertugrul', '&', 'amp', ';', 'ertugrulgazi', 'popular', 'among', 'muslims', 'world', '.', 'bjp', 'government']","['sir', 'dirilisertugrul', '&', 'amp', ';', 'ertugrulgazi', 'popular', 'among', 'muslims', 'world', '.', 'bjp', 'government']"
102,102,2020-05-20,10:37:00,[],[],everywhere i go i see more and more beggars on the street. last time when india saw such a huge increase in beggars,"['everywhere', 'go', 'see', 'beggars', 'street', '.', 'last', 'time', 'india', 'saw', 'huge', 'increase', 'beggars']","['everywhere', 'go', 'see', 'beggars', 'street', '.', 'last', 'time', 'india', 'saw', 'huge', 'increase', 'beggars']"
103,103,2020-05-20,10:35:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],put a bjp flag on buses if you want to but use these buses says priyanka to up cm. priyankagandhi congress _,"['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']","['put', 'bjp', 'flag', 'buses', 'want', 'use', 'buses', 'says', 'priyanka', 'cm', '.', 'priyankagandhi', 'congress', '_']"
104,104,2020-05-20,10:35:00,['#mpjothimani'],['@hamdansayedinc:'],this is congress mpjothimani a fst gnratn politician from tn.she comes from a humble bckgrnd wrked her way to topher,"['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']","['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']"
105,105,2020-05-20,10:35:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",this is what bjp always do.....,"['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']"
106,106,2020-05-20,10:34:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],bjp has already taken bold step to welfare ews students by giving 10ews reservation. now the time has come to provide s,"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']"
